"Rate of out-of-school youth of upper secondary school age, female (%)","Central African Republic","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Central Europe and the Baltics","10.5489"
"Rate of out-of-school youth of upper secondary school age, female (%)","Chad","89.27933"
"Rate of out-of-school youth of upper secondary school age, female (%)","Channel Islands","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Chile","5.49541"
"Rate of out-of-school youth of upper secondary school age, female (%)","China","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Colombia","18.80498"
"Rate of out-of-school youth of upper secondary school age, female (%)","Comoros","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Congo, Dem. Rep.","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Congo, Rep.","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Costa Rica","12.28232"
"Rate of out-of-school youth of upper secondary school age, female (%)","Cote d'Ivoire","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Croatia","9.53465"
"Rate of out-of-school youth of upper secondary school age, female (%)","Cuba","20.89759"
"Rate of out-of-school youth of upper secondary school age, female (%)","Curacao","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Cyprus","5.06627"
"Rate of out-of-school youth of upper secondary school age, female (%)","Czech Republic","4.79664"
"Rate of out-of-school youth of upper secondary school age, female (%)","Denmark","11.57754"
"Rate of out-of-school youth of upper secondary school age, female (%)","Djibouti","67.14453"
"Rate of out-of-school youth of upper secondary school age, female (%)","Dominica","28.90995"
"Rate of out-of-school youth of upper secondary school age, female (%)","Dominican Republic","22.04489"
"Rate of out-of-school youth of upper secondary school age, female (%)","Early-demographic dividend","43.83717"
"Rate of out-of-school youth of upper secondary school age, female (%)","East Asia & Pacific","20.44678"
"Rate of out-of-school youth of upper secondary school age, female (%)","East Asia & Pacific (excluding high income)","20.8564"
"Rate of out-of-school youth of upper secondary school age, female (%)","East Asia & Pacific (IDA & IBRD)","20.99918"
"Rate of out-of-school youth of upper secondary school age, female (%)","Ecuador","21.6822"
"Rate of out-of-school youth of upper secondary school age, female (%)","Egypt, Arab Rep.","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","El Salvador","33.6196"
"Rate of out-of-school youth of upper secondary school age, female (%)","Equatorial Guinea","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Eritrea","51.87473"
"Rate of out-of-school youth of upper secondary school age, female (%)","Estonia","5.0391"
"Rate of out-of-school youth of upper secondary school age, female (%)","Eswatini","18.07501"
"Rate of out-of-school youth of upper secondary school age, female (%)","Ethiopia","75.24028"
"Rate of out-of-school youth of upper secondary school age, female (%)","Euro area","8.10124"
"Rate of out-of-school youth of upper secondary school age, female (%)","Europe & Central Asia","10.11757"
"Rate of out-of-school youth of upper secondary school age, female (%)","Europe & Central Asia (excluding high income)","14.1129"
"Rate of out-of-school youth of upper secondary school age, female (%)","Europe & Central Asia (IDA & IBRD)","13.46394"
"Rate of out-of-school youth of upper secondary school age, female (%)","European Union","7.36339"
"Rate of out-of-school youth of upper secondary school age, female (%)","Faroe Islands","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Fiji","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Finland","5.54675"
"Rate of out-of-school youth of upper secondary school age, female (%)","Fragile and conflict affected situations","60.78585"
"Rate of out-of-school youth of upper secondary school age, female (%)","France","4.98958"
"Rate of out-of-school youth of upper secondary school age, female (%)","French Polynesia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Gabon","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Gambia, The","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Georgia","8.97213"
"Rate of out-of-school youth of upper secondary school age, female (%)","Germany","11.86796"
"Rate of out-of-school youth of upper secondary school age, female (%)","Ghana","40.21776"
"Rate of out-of-school youth of upper secondary school age, female (%)","Gibraltar","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Greece","9.18182"
"Rate of out-of-school youth of upper secondary school age, female (%)","Greenland","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Grenada","7.14286"
"Rate of out-of-school youth of upper secondary school age, female (%)","Guam","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Guatemala","61.44013"
"Rate of out-of-school youth of upper secondary school age, female (%)","Guinea","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Guinea-Bissau","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Guyana","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Haiti","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Heavily indebted poor countries (HIPC)","65.10769"
"Rate of out-of-school youth of upper secondary school age, female (%)","High income","8.14036"
"Rate of out-of-school youth of upper secondary school age, female (%)","Honduras","53.474"
"Rate of out-of-school youth of upper secondary school age, female (%)","Hong Kong SAR, China","12.93855"
"Rate of out-of-school youth of upper secondary school age, female (%)","Hungary","12.18476"
"Rate of out-of-school youth of upper secondary school age, female (%)","IBRD only","32.24973"
"Rate of out-of-school youth of upper secondary school age, female (%)","Iceland","15.55431"
"Rate of out-of-school youth of upper secondary school age, female (%)","IDA & IBRD total","40.33972"
"Rate of out-of-school youth of upper secondary school age, female (%)","IDA blend","53.88755"
"Rate of out-of-school youth of upper secondary school age, female (%)","IDA only","61.69074"
"Rate of out-of-school youth of upper secondary school age, female (%)","IDA total","58.81309"
"Rate of out-of-school youth of upper secondary school age, female (%)","India","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Indonesia","29.17422"
"Rate of out-of-school youth of upper secondary school age, female (%)","Iran, Islamic Rep.","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Iraq","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Ireland","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Isle of Man","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Israel","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Italy","4.88214"
"Rate of out-of-school youth of upper secondary school age, female (%)","Jamaica","25.31075"
"Rate of out-of-school youth of upper secondary school age, female (%)","Japan","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Jordan","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Kazakhstan","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Kenya","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Kiribati","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Korea, Dem. People's Rep.","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Korea, Rep.","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Kosovo","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Kuwait","16.96256"
"Rate of out-of-school youth of upper secondary school age, female (%)","Kyrgyz Republic","24.89096"
"Rate of out-of-school youth of upper secondary school age, female (%)","Lao PDR","47.79148"
"Rate of out-of-school youth of upper secondary school age, female (%)","Late-demographic dividend","16.58758"
"Rate of out-of-school youth of upper secondary school age, female (%)","Latin America & Caribbean","21.97637"
"Rate of out-of-school youth of upper secondary school age, female (%)","Latin America & Caribbean (excluding high income)","22.52106"
"Rate of out-of-school youth of upper secondary school age, female (%)","Latin America & Caribbean (IDA & IBRD)","22.01547"
"Rate of out-of-school youth of upper secondary school age, female (%)","Latvia","4.55059"
"Rate of out-of-school youth of upper secondary school age, female (%)","Least developed countries: UN classification","62.62204"
"Rate of out-of-school youth of upper secondary school age, female (%)","Lebanon","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Lesotho","26.98691"
"Rate of out-of-school youth of upper secondary school age, female (%)","Liberia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Libya","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Liechtenstein","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Lithuania","2.8294"
"Rate of out-of-school youth of upper secondary school age, female (%)","Low & middle income","40.4719"
"Rate of out-of-school youth of upper secondary school age, female (%)","Low income","65.49867"
"Rate of out-of-school youth of upper secondary school age, female (%)","Lower middle income","47.54676"
"Rate of out-of-school youth of upper secondary school age, female (%)","Luxembourg","16.76867"
"Rate of out-of-school youth of upper secondary school age, female (%)","Macao SAR, China","20.62675"
"Rate of out-of-school youth of upper secondary school age, female (%)","Madagascar","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Malawi","61.76104"
"Rate of out-of-school youth of upper secondary school age, female (%)","Malaysia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Maldives","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Mali","75.23123"
"Rate of out-of-school youth of upper secondary school age, female (%)","Malta","8.49408"
"Rate of out-of-school youth of upper secondary school age, female (%)","Marshall Islands","38.25726"
"Rate of out-of-school youth of upper secondary school age, female (%)","Mauritania","73.27981"
"Rate of out-of-school youth of upper secondary school age, female (%)","Mauritius","10.18631"
"Rate of out-of-school youth of upper secondary school age, female (%)","Mexico","29.31315"
"Rate of out-of-school youth of upper secondary school age, female (%)","Micronesia, Fed. Sts.","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Middle East & North Africa","35.34847"
"Rate of out-of-school youth of upper secondary school age, female (%)","Middle East & North Africa (excluding high income)","38.56885"
"Rate of out-of-school youth of upper secondary school age, female (%)","Middle East & North Africa (IDA & IBRD)","38.71039"
"Rate of out-of-school youth of upper secondary school age, female (%)","Middle income","37.06045"
"Rate of out-of-school youth of upper secondary school age, female (%)","Moldova","38.41837"
"Rate of out-of-school youth of upper secondary school age, female (%)","Monaco","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Mongolia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Montenegro","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Morocco","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Mozambique","73.02226"
"Rate of out-of-school youth of upper secondary school age, female (%)","Myanmar","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Namibia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Nauru","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Nepal","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Netherlands","0.57019"
"Rate of out-of-school youth of upper secondary school age, female (%)","New Caledonia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","New Zealand","3.47476"
"Rate of out-of-school youth of upper secondary school age, female (%)","Nicaragua","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Niger","90.61918"
"Rate of out-of-school youth of upper secondary school age, female (%)","Nigeria","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","North America","5.87654"
"Rate of out-of-school youth of upper secondary school age, female (%)","North Macedonia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Northern Mariana Islands","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Norway","7.84215"
"Rate of out-of-school youth of upper secondary school age, female (%)","OECD members","11.51479"
"Rate of out-of-school youth of upper secondary school age, female (%)","Oman","7.40089"
"Rate of out-of-school youth of upper secondary school age, female (%)","Other small states","31.27915"
"Rate of out-of-school youth of upper secondary school age, female (%)","Pacific island small states","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Pakistan","61.34429"
"Rate of out-of-school youth of upper secondary school age, female (%)","Palau","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Panama","30.83011"
"Rate of out-of-school youth of upper secondary school age, female (%)","Papua New Guinea","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Paraguay","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Peru","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Philippines","17.07267"
"Rate of out-of-school youth of upper secondary school age, female (%)","Poland","6.64643"
"Rate of out-of-school youth of upper secondary school age, female (%)","Portugal","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Post-demographic dividend","8.14612"
"Rate of out-of-school youth of upper secondary school age, female (%)","Pre-demographic dividend","63.0114"
"Rate of out-of-school youth of upper secondary school age, female (%)","Puerto Rico","16.82983"
"Rate of out-of-school youth of upper secondary school age, female (%)","Qatar","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Romania","18.85413"
"Rate of out-of-school youth of upper secondary school age, female (%)","Russian Federation","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Rwanda","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Samoa","4.45283"
"Rate of out-of-school youth of upper secondary school age, female (%)","San Marino","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Sao Tome and Principe","15.9169"
"Rate of out-of-school youth of upper secondary school age, female (%)","Saudi Arabia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Senegal","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Serbia","9.16004"
"Rate of out-of-school youth of upper secondary school age, female (%)","Seychelles","14.38679"
"Rate of out-of-school youth of upper secondary school age, female (%)","Sierra Leone","62.70158"
"Rate of out-of-school youth of upper secondary school age, female (%)","Singapore","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Sint Maarten (Dutch part)","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Slovak Republic","11.1482"
"Rate of out-of-school youth of upper secondary school age, female (%)","Slovenia","2.4309"
"Rate of out-of-school youth of upper secondary school age, female (%)","Small states","30.43706"
"Rate of out-of-school youth of upper secondary school age, female (%)","Solomon Islands","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Somalia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","South Africa","14.54208"
"Rate of out-of-school youth of upper secondary school age, female (%)","South Asia","50.35037"
"Rate of out-of-school youth of upper secondary school age, female (%)","South Asia (IDA & IBRD)","50.35037"
"Rate of out-of-school youth of upper secondary school age, female (%)","South Sudan","71.93627"
"Rate of out-of-school youth of upper secondary school age, female (%)","Spain","8.53788"
"Rate of out-of-school youth of upper secondary school age, female (%)","Sri Lanka","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","St. Kitts and Nevis","6.31579"
"Rate of out-of-school youth of upper secondary school age, female (%)","St. Lucia","23.41772"
"Rate of out-of-school youth of upper secondary school age, female (%)","St. Martin (French part)","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","St. Vincent and the Grenadines","18.82845"
"Rate of out-of-school youth of upper secondary school age, female (%)","Sub-Saharan Africa","60.2113"
"Rate of out-of-school youth of upper secondary school age, female (%)","Sub-Saharan Africa (excluding high income)","60.2151"
"Rate of out-of-school youth of upper secondary school age, female (%)","Sub-Saharan Africa (IDA & IBRD)","60.2113"
"Rate of out-of-school youth of upper secondary school age, female (%)","Sudan","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Suriname","33.54758"
"Rate of out-of-school youth of upper secondary school age, female (%)","Sweden","2.84783"
"Rate of out-of-school youth of upper secondary school age, female (%)","Switzerland","19.42982"
"Rate of out-of-school youth of upper secondary school age, female (%)","Syrian Arab Republic","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Tajikistan","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Tanzania","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Thailand","20.96038"
"Rate of out-of-school youth of upper secondary school age, female (%)","Timor-Leste","28.15196"
"Rate of out-of-school youth of upper secondary school age, female (%)","Togo","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Tonga","33.03303"
"Rate of out-of-school youth of upper secondary school age, female (%)","Trinidad and Tobago","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Tunisia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Turkey","16.17541"
"Rate of out-of-school youth of upper secondary school age, female (%)","Turkmenistan","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Turks and Caicos Islands","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Tuvalu","55.44872"
"Rate of out-of-school youth of upper secondary school age, female (%)","Uganda","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Ukraine","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","United Arab Emirates","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","United Kingdom","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","United States","4.94821"
"Rate of out-of-school youth of upper secondary school age, female (%)","Upper middle income","18.47196"
"Rate of out-of-school youth of upper secondary school age, female (%)","Uruguay","17.90455"
"Rate of out-of-school youth of upper secondary school age, female (%)","Uzbekistan","16.50768"
"Rate of out-of-school youth of upper secondary school age, female (%)","Vanuatu","46.26905"
"Rate of out-of-school youth of upper secondary school age, female (%)","Venezuela, RB","26.21113"
"Rate of out-of-school youth of upper secondary school age, female (%)","Vietnam","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Virgin Islands (U.S.)","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","West Bank and Gaza","24.80688"
"Rate of out-of-school youth of upper secondary school age, female (%)","World","36.87105"
"Rate of out-of-school youth of upper secondary school age, female (%)","Yemen, Rep.","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Zambia","NA"
"Rate of out-of-school youth of upper secondary school age, female (%)","Zimbabwe","NA"
,"",""
,"",""
,"",""
Data from Database: Estadísticas sobre género,"",""
Last Updated: 09/17/2020,"",""
