"School enrollment, secondary, female (% gross)","Colombia","98.12564"
"School enrollment, secondary, female (% gross)","Comoros","NA"
"School enrollment, secondary, female (% gross)","Congo, Dem. Rep.","35.98096"
"School enrollment, secondary, female (% gross)","Congo, Rep.","NA"
"School enrollment, secondary, female (% gross)","Costa Rica","125.26578"
"School enrollment, secondary, female (% gross)","Cote d'Ivoire","35.06679"
"School enrollment, secondary, female (% gross)","Croatia","100.9624"
"School enrollment, secondary, female (% gross)","Cuba","99.12336"
"School enrollment, secondary, female (% gross)","Curacao","NA"
"School enrollment, secondary, female (% gross)","Cyprus","99.40921"
"School enrollment, secondary, female (% gross)","Czech Republic","105.59939"
"School enrollment, secondary, female (% gross)","Denmark","133.36567"
"School enrollment, secondary, female (% gross)","Djibouti","45.32214"
"School enrollment, secondary, female (% gross)","Dominica","93.79074"
"School enrollment, secondary, female (% gross)","Dominican Republic","83.84121"
"School enrollment, secondary, female (% gross)","Early-demographic dividend","73.54184"
"School enrollment, secondary, female (% gross)","East Asia & Pacific","84.8824"
"School enrollment, secondary, female (% gross)","East Asia & Pacific (excluding high income)","83.04794"
"School enrollment, secondary, female (% gross)","East Asia & Pacific (IDA & IBRD)","82.90289"
"School enrollment, secondary, female (% gross)","Ecuador","106.1787"
"School enrollment, secondary, female (% gross)","Egypt, Arab Rep.","NA"
"School enrollment, secondary, female (% gross)","El Salvador","75.63154"
"School enrollment, secondary, female (% gross)","Equatorial Guinea","NA"
"School enrollment, secondary, female (% gross)","Eritrea","47.51117"
"School enrollment, secondary, female (% gross)","Estonia","110.78357"
"School enrollment, secondary, female (% gross)","Eswatini","76.03137"
"School enrollment, secondary, female (% gross)","Ethiopia","34.24992"
"School enrollment, secondary, female (% gross)","Euro area","107.9216"
"School enrollment, secondary, female (% gross)","Europe & Central Asia","104.0459"
"School enrollment, secondary, female (% gross)","Europe & Central Asia (excluding high income)","97.06663"
"School enrollment, secondary, female (% gross)","Europe & Central Asia (IDA & IBRD)","97.61373"
"School enrollment, secondary, female (% gross)","European Union","110.2271"
"School enrollment, secondary, female (% gross)","Faroe Islands","NA"
"School enrollment, secondary, female (% gross)","Fiji","NA"
"School enrollment, secondary, female (% gross)","Finland","157.45172"
"School enrollment, secondary, female (% gross)","Fragile and conflict affected situations","40.60077"
"School enrollment, secondary, female (% gross)","France","103.94109"
"School enrollment, secondary, female (% gross)","French Polynesia","NA"
"School enrollment, secondary, female (% gross)","Gabon","NA"
"School enrollment, secondary, female (% gross)","Gambia, The","NA"
"School enrollment, secondary, female (% gross)","Georgia","100.79752"
"School enrollment, secondary, female (% gross)","Germany","96.38323"
"School enrollment, secondary, female (% gross)","Ghana","66.10124"
"School enrollment, secondary, female (% gross)","Gibraltar","NA"
"School enrollment, secondary, female (% gross)","Greece","98.41417"
"School enrollment, secondary, female (% gross)","Greenland","NA"
"School enrollment, secondary, female (% gross)","Grenada","110.70732"
"School enrollment, secondary, female (% gross)","Guam","NA"
"School enrollment, secondary, female (% gross)","Guatemala","52.55503"
"School enrollment, secondary, female (% gross)","Guinea","NA"
"School enrollment, secondary, female (% gross)","Guinea-Bissau","NA"
"School enrollment, secondary, female (% gross)","Guyana","NA"
"School enrollment, secondary, female (% gross)","Haiti","NA"
"School enrollment, secondary, female (% gross)","Heavily indebted poor countries (HIPC)","36.57029"
"School enrollment, secondary, female (% gross)","High income","105.855"
"School enrollment, secondary, female (% gross)","Honduras","55.3637"
"School enrollment, secondary, female (% gross)","Hong Kong SAR, China","101.36701"
"School enrollment, secondary, female (% gross)","Hungary","103.34438"
"School enrollment, secondary, female (% gross)","IBRD only","83.59507"
"School enrollment, secondary, female (% gross)","Iceland","119.56522"
"School enrollment, secondary, female (% gross)","IDA & IBRD total","71.15125"
"School enrollment, secondary, female (% gross)","IDA blend","45.49112"
"School enrollment, secondary, female (% gross)","IDA only","43.91107"
"School enrollment, secondary, female (% gross)","IDA total","44.42472"
"School enrollment, secondary, female (% gross)","India","74.68529"
"School enrollment, secondary, female (% gross)","Indonesia","86.28915"
"School enrollment, secondary, female (% gross)","Iran, Islamic Rep.","82.97185"
"School enrollment, secondary, female (% gross)","Iraq","NA"
"School enrollment, secondary, female (% gross)","Ireland","118.65204"
"School enrollment, secondary, female (% gross)","Isle of Man","NA"
"School enrollment, secondary, female (% gross)","Israel","104.19111"
"School enrollment, secondary, female (% gross)","Italy","102.10385"
"School enrollment, secondary, female (% gross)","Jamaica","83.75576"
"School enrollment, secondary, female (% gross)","Japan","NA"
"School enrollment, secondary, female (% gross)","Jordan","NA"
"School enrollment, secondary, female (% gross)","Kazakhstan","112.23588"
"School enrollment, secondary, female (% gross)","Kenya","NA"
"School enrollment, secondary, female (% gross)","Kiribati","NA"
"School enrollment, secondary, female (% gross)","Korea, Dem. People's Rep.","93.30619"
"School enrollment, secondary, female (% gross)","Korea, Rep.","99.6558"
"School enrollment, secondary, female (% gross)","Kosovo","NA"
"School enrollment, secondary, female (% gross)","Kuwait","100.95561"
"School enrollment, secondary, female (% gross)","Kyrgyz Republic","91.7016"
"School enrollment, secondary, female (% gross)","Lao PDR","60.68507"
"School enrollment, secondary, female (% gross)","Late-demographic dividend","89.2206"
"School enrollment, secondary, female (% gross)","Latin America & Caribbean","97.06834"
"School enrollment, secondary, female (% gross)","Latin America & Caribbean (excluding high income)","96.99152"
"School enrollment, secondary, female (% gross)","Latin America & Caribbean (IDA & IBRD)","97.05243"
"School enrollment, secondary, female (% gross)","Latvia","111.17415"
"School enrollment, secondary, female (% gross)","Least developed countries: UN classification","42.27985"
"School enrollment, secondary, female (% gross)","Lebanon","NA"
"School enrollment, secondary, female (% gross)","Lesotho","69.65692"
"School enrollment, secondary, female (% gross)","Liberia","32.90857"
"School enrollment, secondary, female (% gross)","Libya","NA"
"School enrollment, secondary, female (% gross)","Liechtenstein","101.72176"
"School enrollment, secondary, female (% gross)","Lithuania","105.38271"
"School enrollment, secondary, female (% gross)","Low & middle income","71.05004"
"School enrollment, secondary, female (% gross)","Low income","36.88194"
"School enrollment, secondary, female (% gross)","Lower middle income","67.26599"
"School enrollment, secondary, female (% gross)","Luxembourg","104.23725"
"School enrollment, secondary, female (% gross)","Macao SAR, China","93.80761"
"School enrollment, secondary, female (% gross)","Madagascar","38.29903"
"School enrollment, secondary, female (% gross)","Malawi","38.90274"
"School enrollment, secondary, female (% gross)","Malaysia","88.68295"
"School enrollment, secondary, female (% gross)","Maldives","NA"
"School enrollment, secondary, female (% gross)","Mali","36.84055"
"School enrollment, secondary, female (% gross)","Malta","97.84511"
"School enrollment, secondary, female (% gross)","Marshall Islands","68.80642"
"School enrollment, secondary, female (% gross)","Mauritania","30.26522"
"School enrollment, secondary, female (% gross)","Mauritius","99.48449"
"School enrollment, secondary, female (% gross)","Mexico","104.09378"
"School enrollment, secondary, female (% gross)","Micronesia, Fed. Sts.","NA"
"School enrollment, secondary, female (% gross)","Middle East & North Africa","76.6541"
"School enrollment, secondary, female (% gross)","Middle East & North Africa (excluding high income)","73.55652"
"School enrollment, secondary, female (% gross)","Middle East & North Africa (IDA & IBRD)","73.20255"
"School enrollment, secondary, female (% gross)","Middle income","76.49069"
"School enrollment, secondary, female (% gross)","Moldova","86.4638"
"School enrollment, secondary, female (% gross)","Monaco","NA"
"School enrollment, secondary, female (% gross)","Mongolia","NA"
"School enrollment, secondary, female (% gross)","Montenegro","93.505"
"School enrollment, secondary, female (% gross)","Morocco","NA"
"School enrollment, secondary, female (% gross)","Mozambique","31.9455"
"School enrollment, secondary, female (% gross)","Myanmar","NA"
"School enrollment, secondary, female (% gross)","Namibia","NA"
"School enrollment, secondary, female (% gross)","Nauru","NA"
"School enrollment, secondary, female (% gross)","Nepal","69.43692"
"School enrollment, secondary, female (% gross)","Netherlands","134.58789"
"School enrollment, secondary, female (% gross)","New Caledonia","NA"
"School enrollment, secondary, female (% gross)","New Zealand","118.13917"
"School enrollment, secondary, female (% gross)","Nicaragua","NA"
"School enrollment, secondary, female (% gross)","Niger","16.98628"
"School enrollment, secondary, female (% gross)","Nigeria","44.67198"
"School enrollment, secondary, female (% gross)","North America","99.2706"
"School enrollment, secondary, female (% gross)","North Macedonia","81.16415"
"School enrollment, secondary, female (% gross)","Northern Mariana Islands","NA"
"School enrollment, secondary, female (% gross)","Norway","113.1611"
"School enrollment, secondary, female (% gross)","OECD members","105.5155"
"School enrollment, secondary, female (% gross)","Oman","102.40523"
"School enrollment, secondary, female (% gross)","Other small states","68.81824"
"School enrollment, secondary, female (% gross)","Pacific island small states","NA"
"School enrollment, secondary, female (% gross)","Pakistan","34.89732"
"School enrollment, secondary, female (% gross)","Palau","NA"
"School enrollment, secondary, female (% gross)","Panama","77.87238"
"School enrollment, secondary, female (% gross)","Papua New Guinea","NA"
"School enrollment, secondary, female (% gross)","Paraguay","NA"
"School enrollment, secondary, female (% gross)","Peru","97.38666"
"School enrollment, secondary, female (% gross)","Philippines","91.49514"
"School enrollment, secondary, female (% gross)","Poland","105.67675"
"School enrollment, secondary, female (% gross)","Portugal","116.9089"
"School enrollment, secondary, female (% gross)","Post-demographic dividend","105.4357"
"School enrollment, secondary, female (% gross)","Pre-demographic dividend","37.46912"
"School enrollment, secondary, female (% gross)","Puerto Rico","98.3506"
"School enrollment, secondary, female (% gross)","Qatar","NA"
"School enrollment, secondary, female (% gross)","Romania","92.9454"
"School enrollment, secondary, female (% gross)","Russian Federation","100.9528"
"School enrollment, secondary, female (% gross)","Rwanda","39.39245"
"School enrollment, secondary, female (% gross)","Samoa","99.12769"
"School enrollment, secondary, female (% gross)","San Marino","NA"
"School enrollment, secondary, female (% gross)","Sao Tome and Principe","86.90315"
"School enrollment, secondary, female (% gross)","Saudi Arabia","114.99628"
"School enrollment, secondary, female (% gross)","Senegal","NA"
"School enrollment, secondary, female (% gross)","Serbia","97.38095"
"School enrollment, secondary, female (% gross)","Seychelles","84.36233"
"School enrollment, secondary, female (% gross)","Sierra Leone","36.52938"
"School enrollment, secondary, female (% gross)","Singapore","NA"
"School enrollment, secondary, female (% gross)","Sint Maarten (Dutch part)","NA"
"School enrollment, secondary, female (% gross)","Slovak Republic","91.4668"
"School enrollment, secondary, female (% gross)","Slovenia","111.00179"
"School enrollment, secondary, female (% gross)","Small states","72.52181"
"School enrollment, secondary, female (% gross)","Solomon Islands","NA"
"School enrollment, secondary, female (% gross)","Somalia","NA"
"School enrollment, secondary, female (% gross)","South Africa","108.75166"
"School enrollment, secondary, female (% gross)","South Asia","68.48566"
"School enrollment, secondary, female (% gross)","South Asia (IDA & IBRD)","68.48566"
"School enrollment, secondary, female (% gross)","South Sudan","7.66851"
"School enrollment, secondary, female (% gross)","Spain","124.56262"
"School enrollment, secondary, female (% gross)","Sri Lanka","NA"
"School enrollment, secondary, female (% gross)","St. Kitts and Nevis","107.45463"
"School enrollment, secondary, female (% gross)","St. Lucia","88.12014"
"School enrollment, secondary, female (% gross)","St. Martin (French part)","NA"
"School enrollment, secondary, female (% gross)","St. Vincent and the Grenadines","107.74027"
"School enrollment, secondary, female (% gross)","Sub-Saharan Africa","40.67442"
"School enrollment, secondary, female (% gross)","Sub-Saharan Africa (excluding high income)","40.67152"
"School enrollment, secondary, female (% gross)","Sub-Saharan Africa (IDA & IBRD)","40.67442"
"School enrollment, secondary, female (% gross)","Sudan","45.27237"
"School enrollment, secondary, female (% gross)","Suriname","88.63937"
"School enrollment, secondary, female (% gross)","Sweden","149.9778"
"School enrollment, secondary, female (% gross)","Switzerland","99.63999"
"School enrollment, secondary, female (% gross)","Syrian Arab Republic","NA"
"School enrollment, secondary, female (% gross)","Tajikistan","NA"
"School enrollment, secondary, female (% gross)","Tanzania","27.01023"
"School enrollment, secondary, female (% gross)","Thailand","118.22445"
"School enrollment, secondary, female (% gross)","Timor-Leste","74.37508"
"School enrollment, secondary, female (% gross)","Togo","NA"
"School enrollment, secondary, female (% gross)","Tonga","102.3983"
"School enrollment, secondary, female (% gross)","Trinidad and Tobago","NA"
"School enrollment, secondary, female (% gross)","Tunisia","NA"
"School enrollment, secondary, female (% gross)","Turkey","101.45654"
"School enrollment, secondary, female (% gross)","Turkmenistan","NA"
"School enrollment, secondary, female (% gross)","Turks and Caicos Islands","NA"
"School enrollment, secondary, female (% gross)","Tuvalu","90.90909"
"School enrollment, secondary, female (% gross)","Uganda","NA"
"School enrollment, secondary, female (% gross)","Ukraine","NA"
"School enrollment, secondary, female (% gross)","United Arab Emirates","NA"
"School enrollment, secondary, female (% gross)","United Kingdom","126.36829"
"School enrollment, secondary, female (% gross)","United States","98.17358"
"School enrollment, secondary, female (% gross)","Upper middle income","91.61376"
"School enrollment, secondary, female (% gross)","Uruguay","NA"
"School enrollment, secondary, female (% gross)","Uzbekistan","91.28845"
"School enrollment, secondary, female (% gross)","Vanuatu","54.94925"
"School enrollment, secondary, female (% gross)","Venezuela, RB","94.48699"
"School enrollment, secondary, female (% gross)","Vietnam","NA"
"School enrollment, secondary, female (% gross)","Virgin Islands (U.S.)","NA"
"School enrollment, secondary, female (% gross)","West Bank and Gaza","89.92111"
"School enrollment, secondary, female (% gross)","World","74.94239"
"School enrollment, secondary, female (% gross)","Yemen, Rep.","NA"
"School enrollment, secondary, female (% gross)","Zambia","NA"
"School enrollment, secondary, female (% gross)","Zimbabwe","NA"
,"",""
,"",""
,"",""
Data from Database: Estadísticas sobre género,"",""
Last Updated: 09/17/2020,"",""
